model,layer,dataset,subject,roi,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka,rsa,cka
MODEL_B,visual-blocks-2,NSD,subj07,PPA,0.18101612,0.03415579,0.03112332,0.00101761,0.09671726,0.08166898,,
MODEL_B,visual-blocks-2,NSD,subj07,OPA,0.10053008,0.01829827,0.00836601,0.00023734,0.05926579,0.02876766,,
MODEL_B,visual-blocks-2,NSD,subj07,EBA,0.18078322,0.03146165,0.03364369,0.00086419,0.12676168,0.10566768,,
MODEL_B,visual-blocks-2,NSD,subj08,V1v,0.32630447,0.05790566,0.10486764,0.0029511,0.20507787,0.38659063,,
MODEL_B,visual-blocks-2,NSD,subj08,V2v,0.31039569,0.05304417,0.08468404,0.00225125,0.15034878,0.31925904,,
MODEL_B,visual-blocks-2,NSD,subj08,V3v,0.25495631,0.04710528,0.05790638,0.00184735,0.08267244,0.20685896,,
MODEL_B,visual-blocks-2,NSD,subj08,hV4,0.24237518,0.04478613,0.05474783,0.0017172,0.0700088,0.19109671,,
MODEL_B,visual-blocks-2,NSD,subj08,FFA-1,0.15113856,0.02972054,0.0222947,0.00083892,0.06800737,0.07202744,,
MODEL_B,visual-blocks-2,NSD,subj08,VWFA-1,0.08741708,0.01810297,0.00780138,0.00029872,0.03968775,0.02146063,,
MODEL_B,visual-blocks-2,NSD,subj08,PPA,0.1762069,0.03259834,0.02617916,0.0008289,0.08379918,0.08807477,,
MODEL_B,visual-blocks-2,NSD,subj08,OPA,0.13366358,0.02564802,0.01271862,0.00044456,0.04555383,0.05257164,,
MODEL_B,visual-blocks-2,NSD,subj08,EBA,0.10109816,0.0194453,0.0081674,0.00028306,0.03398575,0.03628043,,
MODEL_B,visual-blocks-6,NSD,subj01,V1v,0.3909754,0.05640135,0.13492332,0.0026071,0.24077649,0.41435237,,
MODEL_B,visual-blocks-6,NSD,subj01,V2v,0.30067326,0.04503358,0.07596911,0.0015677,0.16981413,0.3212307,,
MODEL_B,visual-blocks-6,NSD,subj01,V3v,0.30268732,0.04736101,0.06870449,0.00155245,0.16108581,0.27709418,,
MODEL_B,visual-blocks-6,NSD,subj01,hV4,0.24256547,0.04133568,0.05368458,0.00142063,0.12899225,0.16004712,,
MODEL_B,visual-blocks-6,NSD,subj01,FFA-1,0.18865398,0.03372061,0.02985416,0.00073442,0.09647348,0.0769593,,
MODEL_B,visual-blocks-6,NSD,subj01,VWFA-1,0.11917672,0.02060657,0.01033811,0.00017275,0.08009397,0.02880573,,
MODEL_B,visual-blocks-6,NSD,subj01,PPA,0.2519783,0.04371948,0.04794814,0.00135337,0.12057879,0.16854866,,
MODEL_B,visual-blocks-6,NSD,subj01,OPA,0.31416456,0.05523767,0.09634654,0.00274923,0.29476546,0.25791205,,
MODEL_B,visual-blocks-6,NSD,subj01,EBA,0.29943485,0.04626967,0.07829315,0.0017267,0.25143214,0.28428273,,
MODEL_B,visual-blocks-6,NSD,subj02,V1v,0.39681605,0.05678129,0.13971734,0.00265456,0.20620776,0.4240134,,
MODEL_B,visual-blocks-6,NSD,subj02,V2v,0.33445452,0.05054969,0.10212054,0.00210059,0.20029281,0.34306037,,
MODEL_B,visual-blocks-6,NSD,subj02,V3v,0.32311682,0.04876267,0.09205602,0.00188944,0.17449254,0.27484513,,
MODEL_B,visual-blocks-6,NSD,subj02,hV4,0.3456402,0.05095752,0.10012188,0.00202219,0.14300051,0.27106498,,
MODEL_B,visual-blocks-6,NSD,subj02,FFA-1,0.28175092,0.04508827,0.06828039,0.00161814,0.17098634,0.20992767,,
MODEL_B,visual-blocks-6,NSD,subj02,VWFA-1,0.25488463,0.04176621,0.05524664,0.00136367,0.18548544,0.19133215,,
MODEL_B,visual-blocks-6,NSD,subj02,PPA,0.32747707,0.05234971,0.07978312,0.00191456,0.16627471,0.32263373,,
MODEL_B,visual-blocks-6,NSD,subj02,OPA,0.36897326,0.06093903,0.1260401,0.00323712,0.33146111,0.32807435,,
MODEL_B,visual-blocks-6,NSD,subj02,EBA,0.31495043,0.0492471,0.09186823,0.00204628,0.27447507,0.27006682,,
MODEL_B,visual-blocks-6,NSD,subj03,V1v,0.36425114,0.05645883,0.11802553,0.00266198,0.17410084,0.31593318,,
MODEL_B,visual-blocks-6,NSD,subj03,V2v,0.32843089,0.05293328,0.0926102,0.00219566,0.15999043,0.32289805,,
MODEL_B,visual-blocks-6,NSD,subj03,V3v,0.28205085,0.04829823,0.06648525,0.00182082,0.12354107,0.21755027,,
MODEL_B,visual-blocks-6,NSD,subj03,hV4,0.27208367,0.04846751,0.06627432,0.0019801,0.13656645,0.18187836,,
MODEL_B,visual-blocks-6,NSD,subj03,FFA-1,0.22598317,0.03872474,0.03907692,0.00107801,0.15101948,0.20058446,,
MODEL_B,visual-blocks-6,NSD,subj03,VWFA-1,0.12361765,0.02318063,0.01484208,0.00046699,0.05188617,0.04208707,,
MODEL_B,visual-blocks-6,NSD,subj03,PPA,0.2579371,0.04482035,0.05108721,0.00144213,0.12784298,0.22232457,,
MODEL_B,visual-blocks-6,NSD,subj03,OPA,0.19953696,0.03581809,0.02525762,0.00078183,0.08781973,0.12173045,,
MODEL_B,visual-blocks-6,NSD,subj03,EBA,0.26415968,0.04340431,0.06251824,0.00156197,0.26710329,0.23909967,,
MODEL_B,visual-blocks-6,NSD,subj04,V1v,0.38505986,0.05961329,0.12780204,0.00276104,0.2787471,0.38346306,,
MODEL_B,visual-blocks-6,NSD,subj04,V2v,0.32526839,0.04965314,0.11146873,0.00231641,0.20188691,0.32056069,,
MODEL_B,visual-blocks-6,NSD,subj04,V3v,0.28050542,0.04835308,0.06298967,0.00173713,0.14108377,0.20657189,,
MODEL_B,visual-blocks-6,NSD,subj04,hV4,0.20961359,0.04017417,0.03597086,0.00124655,0.11371901,0.10942902,,
MODEL_B,visual-blocks-6,NSD,subj04,FFA-1,0.22278628,0.03878593,0.03585011,0.00104568,0.14052934,0.14496221,,
MODEL_B,visual-blocks-6,NSD,subj04,VWFA-1,0.16156608,0.03194422,0.02202502,0.000805,0.11951967,0.06379588,,
MODEL_B,visual-blocks-6,NSD,subj04,PPA,0.26700288,0.04714302,0.04878166,0.00144374,0.14946752,0.26149371,,
MODEL_B,visual-blocks-6,NSD,subj04,OPA,0.19824158,0.03827766,0.02690913,0.00096122,0.10654926,0.11973108,,
MODEL_B,visual-blocks-6,NSD,subj04,EBA,0.25357023,0.04264335,0.0524402,0.00137385,0.2201089,0.22583735,,
MODEL_B,visual-blocks-6,NSD,subj05,V1v,0.44848745,0.06681642,0.17267649,0.00362153,0.18219169,0.48600204,,
MODEL_B,visual-blocks-6,NSD,subj05,V2v,0.39534924,0.05871774,0.1313089,0.0026667,0.21146657,0.45586322,,
MODEL_B,visual-blocks-6,NSD,subj05,V3v,0.31548335,0.0519191,0.08837465,0.0021839,0.1557952,0.30187746,,
MODEL_B,visual-blocks-6,NSD,subj05,hV4,0.24539436,0.04122653,0.05364371,0.00140358,0.10787501,0.16435306,,
MODEL_B,visual-blocks-6,NSD,subj05,FFA-1,0.23674826,0.03935721,0.04756724,0.00117477,0.12657743,0.14884192,,
MODEL_B,visual-blocks-6,NSD,subj05,VWFA-1,0.23001559,0.03773602,0.04862021,0.00120699,0.19394628,0.14026756,,
MODEL_B,visual-blocks-6,NSD,subj05,PPA,0.29769224,0.04539323,0.05816273,0.00127843,0.1243934,0.23364862,,
MODEL_B,visual-blocks-6,NSD,subj05,OPA,0.42570052,0.0656947,0.16962372,0.0038091,0.37641717,0.44244966,,
MODEL_B,visual-blocks-6,NSD,subj05,EBA,0.30487631,0.0455309,0.08125235,0.00165712,0.24958097,0.28793081,,
MODEL_B,visual-blocks-6,NSD,subj06,V1v,0.38083705,0.05831045,0.14231913,0.00304186,0.28399141,0.40113056,,
MODEL_B,visual-blocks-6,NSD,subj06,V2v,0.31931406,0.05017292,0.09246134,0.00208378,0.15931926,0.33129844,,
MODEL_B,visual-blocks-6,NSD,subj06,V3v,0.27518743,0.04506812,0.06381854,0.00158802,0.12515185,0.21148949,,
MODEL_B,visual-blocks-6,NSD,subj06,hV4,0.21175264,0.03947672,0.04023388,0.00130524,0.1001373,0.11233631,,
MODEL_B,visual-blocks-6,NSD,subj06,FFA-1,0.2488699,0.04012122,0.04675987,0.00113507,0.10784974,0.2476491,,
MODEL_B,visual-blocks-6,NSD,subj06,VWFA-1,0.14075254,0.02550509,0.01787866,0.00053298,0.10445378,0.0424709,,
MODEL_B,visual-blocks-6,NSD,subj06,PPA,0.23733068,0.03921181,0.03809189,0.0009723,0.13716484,0.21426104,,
MODEL_B,visual-blocks-6,NSD,subj06,OPA,0.26454219,0.04748575,0.06959096,0.00209428,0.2146147,0.1943045,,
MODEL_B,visual-blocks-6,NSD,subj06,EBA,0.21573079,0.03542193,0.04270811,0.00104486,0.16627543,0.14740975,,
MODEL_B,visual-blocks-6,NSD,subj07,V1v,0.33715613,0.05806236,0.11240294,0.00301973,0.22055384,0.32604869,,
MODEL_B,visual-blocks-6,NSD,subj07,V2v,0.33024196,0.05557505,0.10488923,0.00272177,0.17747071,0.26220323,,
MODEL_B,visual-blocks-6,NSD,subj07,V3v,0.27668355,0.04537397,0.07270957,0.00159595,0.15360745,0.18502705,,
MODEL_B,visual-blocks-6,NSD,subj07,hV4,0.25599458,0.04692365,0.06321376,0.00189591,0.11402089,0.12958508,,
MODEL_B,visual-blocks-6,NSD,subj07,FFA-1,0.21951583,0.04073231,0.04852806,0.00143707,0.1558646,0.12503742,,
MODEL_B,visual-blocks-6,NSD,subj07,VWFA-1,0.26392678,0.04657522,0.06574519,0.00183676,0.28730813,0.21890548,,
MODEL_B,visual-blocks-6,NSD,subj07,PPA,0.23318791,0.04388662,0.04723795,0.00150297,0.10767724,0.14817116,,
MODEL_B,visual-blocks-6,NSD,subj07,OPA,0.20829937,0.03825823,0.03126196,0.00099722,0.09608994,0.09987662,,
MODEL_B,visual-blocks-6,NSD,subj07,EBA,0.25894449,0.04509584,0.0655229,0.00177325,0.25147641,0.22859969,,
MODEL_B,visual-blocks-6,NSD,subj08,V1v,0.33611885,0.05913709,0.10720709,0.00296357,0.23873244,0.41294675,,
MODEL_B,visual-blocks-6,NSD,subj08,V2v,0.33462763,0.05684488,0.10111976,0.00264339,0.18757945,0.3490204,,
MODEL_B,visual-blocks-6,NSD,subj08,V3v,0.29221076,0.05376687,0.0741788,0.00234528,0.13896107,0.25741678,,
MODEL_B,visual-blocks-6,NSD,subj08,hV4,0.28825518,0.05296417,0.0740572,0.00229035,0.1272937,0.2722364,,
MODEL_B,visual-blocks-6,NSD,subj08,FFA-1,0.21027601,0.0405002,0.03944048,0.00140342,0.1476144,0.12337786,,
MODEL_B,visual-blocks-6,NSD,subj08,VWFA-1,0.12055001,0.02517656,0.01438704,0.00057157,0.05825034,0.03421668,,
MODEL_B,visual-blocks-6,NSD,subj08,PPA,0.23686424,0.04376031,0.0458842,0.00144866,0.11286909,0.18874736,,
MODEL_B,visual-blocks-6,NSD,subj08,OPA,0.17712149,0.0338381,0.02210606,0.00076318,0.07838512,0.08417654,,
MODEL_B,visual-blocks-6,NSD,subj08,EBA,0.20884512,0.04029399,0.04321666,0.00145644,0.1621399,0.16103927,,
MODEL_B,visual-blocks-10,NSD,subj01,V1v,0.25331697,0.03542399,0.0254998,-0.00078936,0.21114998,0.30590387,,
MODEL_B,visual-blocks-10,NSD,subj01,V2v,0.33393163,0.0492161,0.09322513,0.00042171,0.3853575,0.41082028,,
MODEL_B,visual-blocks-10,NSD,subj01,V3v,0.15388796,0.0233643,-0.08081718,-0.00379045,0.09519383,0.10094956,,
MODEL_B,visual-blocks-10,NSD,subj01,hV4,0.12470423,0.02030847,-0.06930685,-0.00359665,0.06302054,0.0770391,,
MODEL_B,visual-blocks-10,NSD,subj01,FFA-1,0.11001735,0.01907064,-0.10734425,-0.00564258,0.06288492,0.06905745,,
MODEL_B,visual-blocks-10,NSD,subj01,VWFA-1,0.05873666,0.01007577,-0.15704006,-0.00624671,0.03662717,0.01323786,,
MODEL_B,visual-blocks-10,NSD,subj01,PPA,0.13306007,0.0227714,-0.10599776,-0.00497807,0.05876682,0.06836172,,
MODEL_B,visual-blocks-10,NSD,subj01,OPA,0.20769186,0.03569033,-0.0195826,-0.0021222,0.2083437,0.1671172,,
MODEL_B,visual-blocks-10,NSD,subj01,EBA,0.20359582,0.03026495,-0.00858087,-0.00174666,0.2130972,0.22199256,,
MODEL_B,visual-blocks-10,NSD,subj02,V1v,0.22706173,0.03069374,-0.01223467,-0.00251807,0.14957463,0.2647425,,
MODEL_B,visual-blocks-10,NSD,subj02,V2v,0.18181135,0.025929,-0.06477844,-0.00414268,0.13792044,0.21723276,,
MODEL_B,visual-blocks-10,NSD,subj02,V3v,0.17606582,0.02574675,-0.07614036,-0.00438848,0.0699743,0.12750576,,
MODEL_B,visual-blocks-10,NSD,subj02,hV4,0.1828039,0.02610934,-0.03810459,-0.00235103,0.09670275,0.11278914,,
MODEL_B,visual-blocks-10,NSD,subj02,FFA-1,0.13427844,0.02081931,-0.09660882,-0.00424839,0.0871166,0.07068438,,
MODEL_B,visual-blocks-10,NSD,subj02,VWFA-1,0.13107483,0.02102182,-0.09625849,-0.00447504,0.09588159,0.0671647,,
MODEL_B,visual-blocks-10,NSD,subj02,PPA,0.15579907,0.02402285,-0.03790596,-0.00246256,0.0577959,0.11173239,,
MODEL_B,visual-blocks-10,NSD,subj02,OPA,0.26941497,0.04351461,0.03770073,-0.00024658,0.26687766,0.2591084,,
MODEL_B,visual-blocks-10,NSD,subj02,EBA,0.2100392,0.03159256,-0.01897222,-0.00222616,0.23749709,0.19698469,,
MODEL_B,visual-blocks-10,NSD,subj03,V1v,0.23535354,0.03462741,0.05282211,0.00039873,0.15049431,0.2275362,,
MODEL_B,visual-blocks-10,NSD,subj03,V2v,0.21215531,0.03250866,0.03258995,-0.00027363,0.13606366,0.21605176,,
MODEL_B,visual-blocks-10,NSD,subj03,V3v,0.19550645,0.03261916,0.01802175,-0.00032131,0.09434007,0.15301029,,
MODEL_B,visual-blocks-10,NSD,subj03,hV4,0.1384251,0.02350152,-0.02883677,-0.00188619,0.09677423,0.06177225,,
MODEL_B,visual-blocks-10,NSD,subj03,FFA-1,0.12942696,0.02131894,-0.02316038,-0.00173339,0.0721305,0.09347811,,
MODEL_B,visual-blocks-10,NSD,subj03,VWFA-1,0.06233514,0.01185795,-0.07905921,-0.00342962,0.02179899,0.01311242,,
MODEL_B,visual-blocks-10,NSD,subj03,PPA,0.13907251,0.02290036,-0.00678218,-0.00117802,0.05305373,0.11072178,,
MODEL_B,visual-blocks-10,NSD,subj03,OPA,0.20936006,0.03664732,0.01041986,-0.00078609,0.20013986,0.18979534,,
MODEL_B,visual-blocks-10,NSD,subj03,EBA,0.18295226,0.02938418,0.0053665,-0.00073578,0.23931485,0.1575821,,
MODEL_B,visual-blocks-10,NSD,subj04,V1v,0.28404742,0.04230252,0.08831172,0.00114387,0.24958146,0.28713108,,
MODEL_B,visual-blocks-10,NSD,subj04,V2v,0.24990167,0.03681574,0.06515998,0.00070094,0.20893597,0.27584441,,
MODEL_B,visual-blocks-10,NSD,subj04,V3v,0.18281305,0.03050629,0.02270027,1.856e-05,0.14805793,0.14585167,,
MODEL_B,visual-blocks-10,NSD,subj04,hV4,0.10416819,0.01927709,-0.03020937,-0.00183729,0.0723957,0.04163203,,
MODEL_B,visual-blocks-10,NSD,subj04,FFA-1,0.13662472,0.02316996,-0.0019286,-0.00076875,0.06669982,0.09689834,,
MODEL_B,visual-blocks-10,NSD,subj04,VWFA-1,0.08943669,0.0172635,-0.02588031,-0.00169864,0.06105906,0.02363488,,
MODEL_B,visual-blocks-10,NSD,subj04,PPA,0.18392505,0.03163394,0.02748228,0.0002458,0.10274302,0.17576,,
MODEL_B,visual-blocks-10,NSD,subj04,OPA,0.118706,0.02242018,0.0068232,-6.133e-05,0.05785839,0.06755713,,
MODEL_B,visual-blocks-10,NSD,subj04,EBA,0.17416579,0.02845992,0.01314155,-0.00052441,0.18259669,0.17670224,,
MODEL_B,visual-blocks-10,NSD,subj05,V1v,0.27576798,0.04054847,-0.00202261,-0.00136045,0.11040399,0.25215523,,
MODEL_B,visual-blocks-10,NSD,subj05,V2v,0.25275584,0.03668885,-0.00301242,-0.00173278,0.12863882,0.2694899,,
MODEL_B,visual-blocks-10,NSD,subj05,V3v,0.19224781,0.03102224,-0.05398979,-0.00301295,0.10008011,0.15484709,,
MODEL_B,visual-blocks-10,NSD,subj05,hV4,0.11422984,0.01872185,-0.12155193,-0.00497741,0.04727289,0.05892782,,
MODEL_B,visual-blocks-10,NSD,subj05,FFA-1,0.12425688,0.02014952,-0.08810133,-0.00447892,0.04860126,0.0786005,,
MODEL_B,visual-blocks-10,NSD,subj05,VWFA-1,0.12521794,0.02007759,-0.08110398,-0.00368715,0.09970833,0.06065733,,
MODEL_B,visual-blocks-10,NSD,subj05,PPA,0.366733,0.055428,0.12128156,0.00131172,0.35699038,0.55057633,,
MODEL_B,visual-blocks-10,NSD,subj05,OPA,0.32634609,0.04933938,0.08900717,0.00097853,0.30889488,0.3806413,,
MODEL_B,visual-blocks-10,NSD,subj05,EBA,0.19886357,0.0287154,-0.02364207,-0.0020227,0.19661765,0.18500907,,
MODEL_B,visual-blocks-10,NSD,subj06,V1v,0.2642616,0.03873805,0.06623147,0.0005517,0.24291149,0.3020273,,
MODEL_B,visual-blocks-10,NSD,subj06,V2v,0.24295151,0.03749053,0.05121368,0.00054916,0.14418629,0.25749072,,
MODEL_B,visual-blocks-10,NSD,subj06,V3v,0.16643672,0.02636912,0.00568417,-0.00054071,0.05582223,0.1486243,,
MODEL_B,visual-blocks-10,NSD,subj06,hV4,0.12646811,0.02306246,-0.01661051,-0.0013551,0.06399317,0.07154514,,
MODEL_B,visual-blocks-10,NSD,subj06,FFA-1,0.15467589,0.02415426,-0.00809323,-0.00131393,0.08246417,0.1453379,,
MODEL_B,visual-blocks-10,NSD,subj06,VWFA-1,0.0761827,0.0133884,-0.04691922,-0.00226306,0.05822286,0.02494896,,
MODEL_B,visual-blocks-10,NSD,subj06,PPA,0.12174208,0.01972982,-0.00949135,-0.00086749,0.05196443,0.07665837,,
MODEL_B,visual-blocks-10,NSD,subj06,OPA,0.18921337,0.03306433,0.00877676,-0.00060966,0.15740219,0.15639925,,
MODEL_B,visual-blocks-10,NSD,subj06,EBA,0.13318251,0.02102012,-0.02153707,-0.00157184,0.10962447,0.09785088,,
MODEL_B,visual-blocks-10,NSD,subj07,V1v,0.20477504,0.0339382,-0.02273018,-0.00255018,0.16535706,0.2095297,,
MODEL_B,visual-blocks-10,NSD,subj07,V2v,0.20974519,0.03448861,-0.02668279,-0.00241094,0.14574466,0.16949472,,
MODEL_B,visual-blocks-10,NSD,subj07,V3v,0.18964476,0.03055045,-0.0319475,-0.00280969,0.14858465,0.14878217,,
MODEL_B,visual-blocks-10,NSD,subj07,hV4,0.14335178,0.02486145,-0.07216071,-0.00445996,0.0880931,0.09707181,,
MODEL_B,visual-blocks-10,NSD,subj07,FFA-1,0.12867662,0.02242678,-0.07347761,-0.00444054,0.10135904,0.08048407,,
MODEL_B,visual-blocks-10,NSD,subj07,VWFA-1,0.16108783,0.02689692,-0.04682267,-0.00343373,0.22328891,0.14818722,,
MODEL_B,visual-blocks-10,NSD,subj07,PPA,0.13230114,0.02378702,-0.07019787,-0.00429476,0.0472952,0.09342506,,
MODEL_B,visual-blocks-10,NSD,subj07,OPA,0.22445503,0.04106445,-0.00191443,-0.0012195,0.22563117,0.16200643,,
MODEL_B,visual-blocks-10,NSD,subj07,EBA,0.15358165,0.02583043,-0.08301967,-0.00468826,0.15517546,0.11418112,,
MODEL_B,visual-blocks-10,NSD,subj08,V1v,0.22695895,0.03791145,0.04724964,0.00028501,0.19885008,0.27965001,,
MODEL_B,visual-blocks-10,NSD,subj08,V2v,0.24441673,0.04023807,0.05973928,0.00082533,0.17198241,0.26601949,,
MODEL_B,visual-blocks-10,NSD,subj08,V3v,0.17510878,0.03084421,0.01735365,-0.00018779,0.09499908,0.16472842,,
MODEL_B,visual-blocks-10,NSD,subj08,hV4,0.18724315,0.0331545,0.02212017,-0.00012401,0.08352094,0.17965386,,
MODEL_B,visual-blocks-10,NSD,subj08,FFA-1,0.08784028,0.01608196,-0.04887354,-0.00256028,0.0832634,0.03008571,,
MODEL_B,visual-blocks-10,NSD,subj08,VWFA-1,0.07743888,0.01612101,-0.04163337,-0.00257223,0.02906885,0.01637248,,
MODEL_B,visual-blocks-10,NSD,subj08,PPA,0.1517369,0.02733046,0.00756707,-0.00039121,0.07515788,0.10325628,,
MODEL_B,visual-blocks-10,NSD,subj08,OPA,0.10190096,0.01931347,-0.00198658,-0.0004631,0.02167417,0.04534494,,
MODEL_B,visual-blocks-10,NSD,subj08,EBA,0.13615108,0.02541563,-0.0181484,-0.00171276,0.11712259,0.10668587,,
MODEL_B,visual-blocks-14,NSD,subj01,V1v,0.27985871,0.03933983,0.04886933,-0.00025371,0.22983371,0.34194613,,
MODEL_B,visual-blocks-14,NSD,subj01,V2v,0.2279286,0.03309951,0.00812746,-0.00148518,0.17270956,0.2607498,,
MODEL_B,visual-blocks-14,NSD,subj01,V3v,0.21921193,0.0336472,-0.01096854,-0.00204149,0.16272716,0.19481966,,
MODEL_B,visual-blocks-14,NSD,subj01,hV4,0.1917918,0.03170116,-0.03928773,-0.00308719,0.12095727,0.1498849,,
MODEL_B,visual-blocks-14,NSD,subj01,FFA-1,0.20928414,0.0362656,-0.02626248,-0.00302518,0.18864244,0.30082735,,
MODEL_B,visual-blocks-14,NSD,subj01,VWFA-1,0.14450022,0.02469706,-0.08019681,-0.00399769,0.1265057,0.09241227,,
MODEL_B,visual-blocks-14,NSD,subj01,PPA,0.24149263,0.04118601,0.0068348,-0.00152522,0.12725468,0.29288111,,
MODEL_B,visual-blocks-14,NSD,subj01,OPA,0.11920785,0.02010629,-0.07452531,-0.00368786,0.06887756,0.05046255,,
MODEL_B,visual-blocks-14,NSD,subj01,EBA,0.13535443,0.01996311,-0.04491681,-0.00230634,0.0715885,0.08368291,,
MODEL_B,visual-blocks-14,NSD,subj02,V1v,0.28284015,0.03909354,0.04582451,-0.0009226,0.20706052,0.37481069,,
MODEL_B,visual-blocks-14,NSD,subj02,V2v,0.24648901,0.0354277,0.0060439,-0.00225637,0.2085175,0.31453894,,
MODEL_B,visual-blocks-14,NSD,subj02,V3v,0.25642328,0.03771112,0.01605787,-0.00168511,0.17951414,0.28698598,,
MODEL_B,visual-blocks-14,NSD,subj02,hV4,0.28370876,0.04077191,0.04439308,-0.0005208,0.15599068,0.2929042,,
MODEL_B,visual-blocks-14,NSD,subj02,FFA-1,0.25006253,0.03868454,-0.00445533,-0.00226833,0.23030647,0.32828188,,
MODEL_B,visual-blocks-14,NSD,subj02,VWFA-1,0.22747896,0.03650916,-0.04489341,-0.00328655,0.26133893,0.24122455,,
MODEL_B,visual-blocks-14,NSD,subj02,PPA,0.28501625,0.04472223,0.03022973,-0.00097453,0.13583188,0.31319246,,
MODEL_B,visual-blocks-14,NSD,subj02,OPA,0.16671456,0.02655705,-0.03943308,-0.0023614,0.09975603,0.10163307,,
MODEL_B,visual-blocks-14,NSD,subj02,EBA,0.13293043,0.02007588,-0.1033425,-0.0040971,0.06199874,0.04977688,,
MODEL_B,visual-blocks-14,NSD,subj03,V1v,0.28897089,0.04372094,0.07503992,0.000853,0.15612803,0.28163983,,
MODEL_B,visual-blocks-14,NSD,subj03,V2v,0.26461411,0.04160322,0.061024,0.00038252,0.15524445,0.31349053,,
MODEL_B,visual-blocks-14,NSD,subj03,V3v,0.20364216,0.03409526,-0.00138306,-0.00118131,0.10719731,0.17207443,,
MODEL_B,visual-blocks-14,NSD,subj03,hV4,0.20058846,0.03502191,-0.00288083,-0.00116875,0.12634144,0.16756248,,
MODEL_B,visual-blocks-14,NSD,subj03,FFA-1,0.20842239,0.03386118,0.02242194,-0.00078858,0.26623094,0.31381341,,
MODEL_B,visual-blocks-14,NSD,subj03,VWFA-1,0.11400081,0.0210027,-0.04489678,-0.00262597,0.05909,0.0701721,,
MODEL_B,visual-blocks-14,NSD,subj03,PPA,0.23630096,0.03999429,0.04212745,0.00020689,0.16607159,0.29472737,,
MODEL_B,visual-blocks-14,NSD,subj03,OPA,0.16309115,0.02835728,0.00711021,-0.00050017,0.07840855,0.13357776,,
MODEL_B,visual-blocks-14,NSD,subj03,EBA,0.13216528,0.02063997,0.00319649,-0.00049969,0.09730742,0.10415622,,
MODEL_B,visual-blocks-14,NSD,subj04,V1v,0.27890053,0.0413122,0.06515361,5.56e-06,0.2033182,0.32923166,,
MODEL_B,visual-blocks-14,NSD,subj04,V2v,0.26931867,0.0399173,0.0529521,-5.139e-05,0.21203555,0.32355788,,
MODEL_B,visual-blocks-14,NSD,subj04,V3v,0.20224652,0.03396732,-0.00189704,-0.00122257,0.11089116,0.18621308,,
MODEL_B,visual-blocks-14,NSD,subj04,hV4,0.14195399,0.02642688,-0.04387964,-0.00294128,0.0827827,0.08365822,,
MODEL_B,visual-blocks-14,NSD,subj04,FFA-1,0.18087029,0.03028502,-0.02024082,-0.00221863,0.15191677,0.18199768,,
MODEL_B,visual-blocks-14,NSD,subj04,VWFA-1,0.13954107,0.02706288,-0.03140048,-0.00243333,0.12064894,0.08296403,,
MODEL_B,visual-blocks-14,NSD,subj04,PPA,0.24647327,0.04256195,0.04723389,0.00036995,0.13539448,0.3416393,,
MODEL_B,visual-blocks-14,NSD,subj04,OPA,0.16966826,0.03202411,0.01321529,-0.00015852,0.11496998,0.13957604,,
MODEL_B,visual-blocks-14,NSD,subj04,EBA,0.14773473,0.02433109,0.01930242,0.00018121,0.09835966,0.10666635,,
MODEL_B,visual-blocks-14,NSD,subj05,V1v,0.32888058,0.04788001,0.07213501,0.00020566,0.16009877,0.4061843,,
MODEL_B,visual-blocks-14,NSD,subj05,V2v,0.30178891,0.04383079,0.06120081,-0.00024932,0.21425485,0.39546357,,
MODEL_B,visual-blocks-14,NSD,subj05,V3v,0.23959889,0.03864754,-0.01269586,-0.00223772,0.1468913,0.27629117,,
MODEL_B,visual-blocks-14,NSD,subj05,hV4,0.18822804,0.03061506,-0.06475718,-0.00379933,0.08839319,0.13861153,,
MODEL_B,visual-blocks-14,NSD,subj05,FFA-1,0.22058001,0.03569386,-0.02482134,-0.00286124,0.20015829,0.26641219,,
MODEL_B,visual-blocks-14,NSD,subj05,VWFA-1,0.21836582,0.0346915,-0.03472839,-0.00288191,0.32858295,0.19971598,,
MODEL_B,visual-blocks-14,NSD,subj05,PPA,0.28261603,0.04267917,0.05360628,2.584e-05,0.19589425,0.29532021,,
MODEL_B,visual-blocks-14,NSD,subj05,OPA,0.24062104,0.03616376,0.01919102,-0.00058777,0.13840407,0.20076796,,
